0.000000,2.438202
0.100000,2.438202
0.200000,2.430566
0.300000,2.438202
0.400000,2.438202
0.500000,2.430566
0.600000,2.433112
0.700000,2.425475
0.800000,2.440748
0.900000,2.430566
1.000000,2.430566
1.100000,2.430566
1.200000,2.438202
1.300000,2.430566
1.400000,2.435657
1.500000,2.430566
1.600000,2.428021
1.700000,2.430566
1.800000,2.425475
1.900000,2.438202
2.000000,2.438202
2.100000,2.428021
2.200000,2.433112
2.300000,2.428021
2.400000,2.433112
2.500000,2.438202
2.600000,2.430566
2.700000,2.674919
2.800000,3.306163
2.900000,3.680329
3.000000,3.295982
3.100000,2.896364
3.200000,2.680010
3.300000,2.669828
3.400000,2.975269
3.500000,3.463975
3.600000,3.629422
3.700000,3.369797
3.800000,2.906545
3.900000,2.685100
4.000000,2.662192
4.100000,2.743643
4.200000,2.926908
4.300000,3.196714
4.400000,3.593787
4.500000,3.443612
4.600000,2.919272
4.700000,2.682555
4.800000,2.690191
4.900000,2.713099
5.000000,2.830185
5.100000,3.071992
5.200000,3.581060
5.300000,3.339253
5.400000,2.898909
5.500000,2.728371
5.600000,2.725826
5.700000,2.743643
5.800000,2.855638
5.900000,3.158534
6.000000,3.558152
6.100000,3.326526
6.200000,2.939634
6.300000,2.807277
6.400000,2.743643
6.500000,2.715644
6.600000,2.781823
6.700000,3.122899
6.800000,3.545426
6.900000,3.285801
7.000000,2.906545
7.100000,2.746188
7.200000,2.725826
7.300000,2.730916
7.400000,2.987996
7.500000,3.466520
7.600000,3.446157
7.700000,3.163624
7.800000,2.601104
7.900000,2.555288
8.000000,2.540016
8.100000,2.494200
8.200000,2.468746
8.300000,2.463656
8.400000,2.461110
8.500000,2.476382
8.600000,2.669828
8.700000,3.015995
8.800000,3.354525
8.900000,2.916726
9.000000,2.631648
9.100000,2.542561
9.200000,2.491654
9.300000,2.697827
9.400000,2.807277
9.500000,3.110172
9.600000,3.362161
9.700000,3.311254
9.800000,3.120354
9.900000,2.802186
10.000000,2.555288
10.100000,2.484018
10.200000,2.540016
10.300000,2.613831
10.400000,2.804731
10.500000,3.018540
10.600000,3.234894
10.700000,3.224713
10.800000,3.041448
10.900000,2.807277
11.000000,2.621467
11.100000,2.603649
11.200000,2.534925
11.300000,2.652011
11.400000,3.023631
11.500000,3.206895
11.600000,3.481792
11.700000,3.555607
11.800000,3.570879
11.900000,3.334162
12.000000,2.904000
12.100000,2.797095
12.200000,2.794550
12.300000,2.893818
12.400000,3.010904
12.500000,3.209441
12.600000,3.466520
12.700000,3.596332
12.800000,3.537789
12.900000,3.397796
13.000000,3.084719
13.100000,2.853093
13.200000,2.664738
13.300000,2.705463
13.400000,2.850547
13.500000,2.814913
13.600000,2.685100
13.700000,2.967633
13.800000,3.265438
13.900000,3.405432
14.000000,3.469065
14.100000,3.313799
14.200000,2.804731
14.300000,2.540016
14.400000,2.450929
14.500000,2.394931
14.600000,2.417839
14.700000,2.792005
14.800000,3.061811
14.900000,3.336708
15.000000,3.458884
15.100000,3.540335
15.200000,3.565788
15.300000,3.387614
15.400000,2.977814
15.500000,2.593468
15.600000,2.430566
15.700000,2.374569
15.800000,2.377114
15.900000,2.562924
16.000000,2.730916
16.100000,3.150898
16.200000,3.489428
16.300000,3.583606
16.400000,3.491973
16.500000,3.059265
16.600000,2.573105
16.700000,2.366933
16.800000,2.433112
16.900000,2.430566
17.000000,2.445838
17.100000,2.702918
17.200000,3.255257
17.300000,3.486883
17.400000,3.512336
17.500000,3.443612
17.600000,3.143262
17.700000,2.534925
17.800000,2.450929
17.900000,2.489109
18.000000,2.445838
18.100000,2.450929
18.200000,3.122899
18.300000,3.245075
18.400000,3.507245
18.500000,3.609059
18.600000,3.346889
18.700000,2.949816
18.800000,2.550197
18.900000,2.438202
19.000000,2.400022
19.100000,2.392386
19.200000,2.705463
19.300000,3.082173
19.400000,3.423249
19.500000,3.675238
19.600000,3.794869
19.700000,3.321436
19.800000,2.618921
19.900000,2.440748
20.000000,2.481473
20.100000,2.456020
20.200000,2.448384
20.300000,2.919272
20.400000,3.354525
20.500000,3.647239
20.600000,3.639603
20.700000,3.581060
20.800000,2.924362
20.900000,2.585832
21.000000,2.501836
21.100000,2.542561
21.200000,2.555288
21.300000,2.848002
21.400000,3.153443
21.500000,3.446157
21.600000,3.540335
21.700000,3.494519
21.800000,3.122899
21.900000,2.649466
22.000000,2.522198
22.100000,2.440748
22.200000,2.412749
22.300000,2.453474
22.400000,2.962542
22.500000,3.201804
22.600000,3.547971
22.700000,3.682874
22.800000,3.219622
22.900000,2.603649
